Name,id,Product,Weight(kg),Arrival,BestBefore,Maximum
shefali,-2298907791602927432,Brinjal Long,47.5,2021-02-07,2021-02-13,50.0
nakched,-4960447786618205247,Okara,105.0,2021-02-07,2021-02-13,110.0
divy,830602817135085407,Brocauli,65.0,2021-02-07,2021-02-13,70.0
sanjeev,2699564478308651307,Apple,195.0,2021-02-07,2021-02-13,200.0
fakir,1247089047928546332,Apple,290.0,2021-02-07,2021-02-13,300.0
haneef,5040385076877893978,Banana,95.0,2021-02-07,2021-02-13,100.0
jagdiesh,4105505874232099421,Lime,135.0,2021-02-07,2021-02-13,140.0
sawan,-6149529968967915582,Grapes,140.0,2021-02-07,2021-02-13,150.0
gulnaz,495265023589704168,Grapes,255.0,2021-02-07,2021-02-13,260.0
haneef,5040385076877893978,Jack Fruit,85.0,2021-02-07,2021-02-13,90.0
raisuddin,-1894351938747062086,Papaya,85.0,2021-02-07,2021-02-13,90.0
santo,4612333139155000023,Tomato Big,55.0,2021-02-08,2021-02-14,60.0
fakir,1247089047928546332,Tomato Big,55.0,2021-02-08,2021-02-14,60.0
mercy,-5690939918981728182,Tomato Small,17.5,2021-02-08,2021-02-14,20.0
jasmen,-936895894803863828,Tomato Small,25.0,2021-02-08,2021-02-14,28.0
jasmen,-936895894803863828,Tomato Small,27.5,2021-02-08,2021-02-14,30.0
jasmen,-936895894803863828,Tomato Small,30.0,2021-02-08,2021-02-14,35.0
gulnaz,495265023589704168,Potato Red,27.5,2021-02-08,2021-02-14,30.0
monish,-2881186788928815126,Potato Red,27.5,2021-02-08,2021-02-14,30.0
shefali,-2298907791602927432,Potato White,18.0,2021-02-08,2021-02-14,20.0
pinky,-788253433629545359,Carrot,55.0,2021-02-08,2021-02-14,60.0
raisuddin,-1894351938747062086,Carrot,55.0,2021-02-08,2021-02-14,60.0
rajbir,-5254222139817084366,Raddish Red,55.0,2021-02-08,2021-02-14,60.0
anushka,-3763883785994142627,Brinjal Long,55.0,2021-02-08,2021-02-14,60.0
haneef,5040385076877893978,Okara,105.0,2021-02-08,2021-02-14,110.0
pinky,-788253433629545359,Brocauli,65.0,2021-02-08,2021-02-14,70.0
gulnaz,495265023589704168,Apple,195.0,2021-02-08,2021-02-14,200.0
gulnaz,495265023589704168,Apple,275.0,2021-02-08,2021-02-14,300.0
sanjeev,2699564478308651307,Banana,95.0,2021-02-08,2021-02-14,100.0
gulnaz,495265023589704168,Lime,140.0,2021-02-08,2021-02-14,150.0
pramal,-2691605640747198609,Grapes,137.5,2021-02-08,2021-02-14,150.0
anushka,-3763883785994142627,Grapes,237.5,2021-02-08,2021-02-14,250.0
gulnaz,495265023589704168,Jack Fruit,95.0,2021-02-08,2021-02-14,100.0
nakched,-4960447786618205247,Papaya,55.0,2021-02-08,2021-02-14,60.0
shefali,-2298907791602927432,Papaya,95.0,2021-02-08,2021-02-14,100.0
raisuddin,-1894351938747062086,Tomato Big,55.0,2021-02-09,2021-02-15,60.0
haneef,5040385076877893978,Tomato Big,47.5,2021-02-09,2021-02-15,50.0
sanjeev,2699564478308651307,Tomato Small,16.0,2021-02-09,2021-02-15,20.0
haneef,5040385076877893978,Tomato Small,17.0,2021-02-09,2021-02-15,22.0
jagdiesh,4105505874232099421,Tomato Small,25.0,2021-02-09,2021-02-15,30.0
haneef,5040385076877893978,Tomato Small,25.0,2021-02-09,2021-02-15,30.0
anushka,-3763883785994142627,Potato Red,27.5,2021-02-09,2021-02-15,30.0
aamina,-3709490872329022915,Potato Red,27.5,2021-02-09,2021-02-15,30.0
preetam,-2213805873980470021,Potato White,19.0,2021-02-09,2021-02-15,20.0
jasmen,-936895894803863828,Carrot,55.0,2021-02-09,2021-02-15,60.0
mercy,-5690939918981728182,Carrot,45.0,2021-02-09,2021-02-15,50.0
monish,-2881186788928815126,Raddish Red,55.0,2021-02-09,2021-02-15,60.0
pramal,-2691605640747198609,Brinjal Long,55.0,2021-02-09,2021-02-15,60.0
ramotar,-2173245710817273785,Okara,105.0,2021-02-09,2021-02-15,110.0
mercy,-5690939918981728182,Brocauli,65.0,2021-02-09,2021-02-15,70.0
jagdiesh,4105505874232099421,Apple,195.0,2021-02-09,2021-02-15,200.0
sanjeev,2699564478308651307,Apple,265.0,2021-02-09,2021-02-15,280.0
preetam,-2213805873980470021,Banana,95.0,2021-02-09,2021-02-15,100.0
haneef,5040385076877893978,Lime,135.0,2021-02-09,2021-02-15,140.0
mehtab,-7306772913005020966,Grapes,112.5,2021-02-09,2021-02-15,125.0
rampayari,2968148604061203207,Grapes,212.5,2021-02-09,2021-02-15,225.0
pramal,-2691605640747198609,Jack Fruit,95.0,2021-02-09,2021-02-15,100.0
gulnaz,495265023589704168,Papaya,55.0,2021-02-09,2021-02-15,60.0
nakched,-4960447786618205247,Papaya,95.0,2021-02-09,2021-02-15,100.0
sanjeev,2699564478308651307,Tomato Big,55.0,2021-02-10,2021-02-16,60.0
vijayanta,4365782647811874623,Tomato Big,45.0,2021-02-10,2021-02-16,50.0
rahu,2957258461367610484,Tomato Small,17.5,2021-02-10,2021-02-16,20.0
santo,4612333139155000023,Tomato Small,18.5,2021-02-10,2021-02-16,22.0
patik,2723030288162985091,Tomato Small,25.0,2021-02-10,2021-02-16,30.0
pramal,-2691605640747198609,Tomato Small,27.5,2021-02-10,2021-02-16,30.0
divy,830602817135085407,Potato Red,26.0,2021-02-10,2021-02-16,28.0
mercy,-5690939918981728182,Potato Red,25.0,2021-02-10,2021-02-16,26.0
jasmen,-936895894803863828,Potato White,19.0,2021-02-10,2021-02-16,20.0
ramotar,-2173245710817273785,Carrot,50.0,2021-02-10,2021-02-16,55.0
mehnaz,-6840582954423772625,Carrot,45.0,2021-02-10,2021-02-16,50.0
guldasta,-7906434419713185929,Brinjal Long,65.0,2021-02-10,2021-02-16,70.0
vijayanta,4365782647811874623,Okara,110.0,2021-02-10,2021-02-16,120.0
rampayari,2968148604061203207,Brocauli,55.0,2021-02-10,2021-02-16,60.0
pramal,-2691605640747198609,Apple,195.0,2021-02-10,2021-02-16,200.0
ramotar,-2173245710817273785,Apple,265.0,2021-02-10,2021-02-16,280.0
rajbir,-5254222139817084366,Banana,95.0,2021-02-10,2021-02-16,100.0
haneef,5040385076877893978,Lime,135.0,2021-02-10,2021-02-16,140.0
preetam,-2213805873980470021,Grapes,112.5,2021-02-10,2021-02-16,125.0
sanjeev,2699564478308651307,Grapes,237.5,2021-02-10,2021-02-16,250.0
preetam,-2213805873980470021,Jack Fruit,85.0,2021-02-10,2021-02-16,90.0
aamina,-3709490872329022915,Papaya,55.0,2021-02-10,2021-02-16,60.0
pinky,-788253433629545359,Papaya,95.0,2021-02-10,2021-02-16,100.0
ramotar,-2173245710817273785,Tomato Big,55.0,2021-02-11,2021-02-17,60.0
rahu,2957258461367610484,Tomato Big,50.0,2021-02-11,2021-02-17,55.0
anushka,-3763883785994142627,Tomato Small,20.0,2021-02-11,2021-02-17,25.0
shanta,2960310750304784655,Tomato Small,20.0,2021-02-11,2021-02-17,25.0
patik,2723030288162985091,Tomato Small,25.0,2021-02-11,2021-02-17,30.0
shefali,-2298907791602927432,Tomato Small,25.0,2021-02-11,2021-02-17,30.0
mehtab,-7306772913005020966,Potato Red,26.0,2021-02-11,2021-02-17,28.0
mehnaz,-6840582954423772625,Potato Red,26.0,2021-02-11,2021-02-17,28.0
divy,830602817135085407,Potato White,19.0,2021-02-11,2021-02-17,20.0
fakir,1247089047928546332,Carrot,55.0,2021-02-11,2021-02-17,60.0
ramotar,-2173245710817273785,Carrot,45.0,2021-02-11,2021-02-17,50.0
rajbir,-5254222139817084366,Raddish Red,55.0,2021-02-11,2021-02-17,60.0
monish,-2881186788928815126,Brinjal Long,57.5,2021-02-11,2021-02-17,60.0
nakched,-4960447786618205247,Okara,115.0,2021-02-11,2021-02-17,120.0
sanjeev,2699564478308651307,Brocauli,65.0,2021-02-11,2021-02-17,70.0
vijayanta,4365782647811874623,Apple,195.0,2021-02-11,2021-02-17,200.0
preetam,-2213805873980470021,Apple,275.0,2021-02-11,2021-02-17,300.0
vijayanta,4365782647811874623,Banana,95.0,2021-02-11,2021-02-17,100.0
jagdiesh,4105505874232099421,Lime,145.0,2021-02-11,2021-02-17,150.0
rampayari,2968148604061203207,Grapes,95.0,2021-02-11,2021-02-17,100.0
monish,-2881186788928815126,Grapes,195.0,2021-02-11,2021-02-17,200.0
shefali,-2298907791602927432,Jack Fruit,85.0,2021-02-11,2021-02-17,90.0
rahu,2957258461367610484,Tomato Big,55.0,2021-02-12,2021-02-18,60.0
shefali,-2298907791602927432,Tomato Big,55.0,2021-02-12,2021-02-18,60.0
shefali,-2298907791602927432,Tomato Small,14.0,2021-02-12,2021-02-18,16.0
anushka,-3763883785994142627,Tomato Small,17.5,2021-02-12,2021-02-18,20.0
jasmen,-936895894803863828,Tomato Small,22.5,2021-02-12,2021-02-18,25.0
pinky,-788253433629545359,Tomato Small,27.5,2021-02-12,2021-02-18,30.0
santo,4612333139155000023,Potato Red,24.0,2021-02-12,2021-02-18,26.0
gulnaz,495265023589704168,Potato Red,24.0,2021-02-12,2021-02-18,26.0
pinky,-788253433629545359,Potato White,18.0,2021-02-12,2021-02-18,19.0
jasmen,-936895894803863828,Carrot,55.0,2021-02-12,2021-02-18,60.0
monish,-2881186788928815126,Carrot,45.0,2021-02-12,2021-02-18,50.0
anushka,-3763883785994142627,Raddish Red,55.0,2021-02-12,2021-02-18,60.0
pramal,-2691605640747198609,Brinjal Long,55.0,2021-02-12,2021-02-18,60.0
shanta,2960310750304784655,Okara,115.0,2021-02-12,2021-02-18,120.0
sawan,-6149529968967915582,Brocauli,55.0,2021-02-12,2021-02-18,60.0
fakir,1247089047928546332,Apple,190.0,2021-02-12,2021-02-18,200.0
mehtab,-7306772913005020966,Apple,265.0,2021-02-12,2021-02-18,280.0
jasmen,-936895894803863828,Banana,95.0,2021-02-12,2021-02-18,100.0
shefali,-2298907791602927432,Lime,135.0,2021-02-12,2021-02-18,140.0
pushpa,6250299447907893656,Grapes,112.5,2021-02-12,2021-02-18,125.0
jasmen,-936895894803863828,Grapes,212.5,2021-02-12,2021-02-18,225.0
mercy,-5690939918981728182,Jack Fruit,85.0,2021-02-12,2021-02-18,90.0
mehnaz,-6840582954423772625,Papaya,55.0,2021-02-12,2021-02-18,60.0
pinky,-788253433629545359,Papaya,85.0,2021-02-12,2021-02-18,90.0
vijayanta,4365782647811874623,Tomato Big,55.0,2021-02-13,2021-02-19,60.0
mehnaz,-6840582954423772625,Tomato Big,55.0,2021-02-13,2021-02-19,60.0
preetam,-2213805873980470021,Tomato Small,16.0,2021-02-13,2021-02-19,20.0
mehtab,-7306772913005020966,Tomato Small,16.0,2021-02-13,2021-02-19,20.0
pinky,-788253433629545359,Tomato Small,22.5,2021-02-13,2021-02-19,25.0
mehnaz,-6840582954423772625,Tomato Small,22.5,2021-02-13,2021-02-19,25.0
mercy,-5690939918981728182,Potato Red,24.0,2021-02-13,2021-02-19,26.0
divy,830602817135085407,Potato Red,24.0,2021-02-13,2021-02-19,26.0
anushka,-3763883785994142627,Potato White,19.0,2021-02-13,2021-02-19,20.0
anushka,-3763883785994142627,Carrot,55.0,2021-02-13,2021-02-19,60.0
santo,4612333139155000023,Carrot,45.0,2021-02-13,2021-02-19,50.0
mehtab,-7306772913005020966,Raddish Red,55.0,2021-02-13,2021-02-19,60.0
guldasta,-7906434419713185929,Brinjal Long,55.0,2021-02-13,2021-02-19,60.0
jagdiesh,4105505874232099421,Okara,125.0,2021-02-13,2021-02-19,130.0
mehtab,-7306772913005020966,Brocauli,55.0,2021-02-13,2021-02-19,60.0
sawan,-6149529968967915582,Apple,195.0,2021-02-13,2021-02-19,200.0
aamina,-3709490872329022915,Apple,265.0,2021-02-13,2021-02-19,280.0
haneef,5040385076877893978,Banana,95.0,2021-02-13,2021-02-19,100.0
mehnaz,-6840582954423772625,Lime,140.0,2021-02-13,2021-02-19,150.0
preetam,-2213805873980470021,Grapes,112.5,2021-02-13,2021-02-19,125.0
vijayanta,4365782647811874623,Grapes,212.5,2021-02-13,2021-02-19,225.0
anushka,-3763883785994142627,Jack Fruit,85.0,2021-02-13,2021-02-19,90.0
haneef,5040385076877893978,Papaya,55.0,2021-02-13,2021-02-19,60.0
pramal,-2691605640747198609,Papaya,85.0,2021-02-13,2021-02-19,90.0
fakir,1247089047928546332,Tomato Big,55.0,2021-02-14,2021-02-20,60.0
rajbir,-5254222139817084366,Tomato Big,55.0,2021-02-14,2021-02-20,60.0
mehnaz,-6840582954423772625,Tomato Small,17.5,2021-02-14,2021-02-20,20.0
guldasta,-7906434419713185929,Tomato Small,22.5,2021-02-14,2021-02-20,25.0
rampayari,2968148604061203207,Tomato Small,22.5,2021-02-14,2021-02-20,25.0
patik,2723030288162985091,Tomato Small,17.5,2021-02-14,2021-02-20,20.0
pinky,-788253433629545359,Potato Red,26.0,2021-02-14,2021-02-20,27.0
rajbir,-5254222139817084366,Potato Red,24.0,2021-02-14,2021-02-20,25.0
ramotar,-2173245710817273785,Potato White,19.0,2021-02-14,2021-02-20,20.0
rajbir,-5254222139817084366,Carrot,55.0,2021-02-14,2021-02-20,60.0
mehnaz,-6840582954423772625,Carrot,42.5,2021-02-14,2021-02-20,45.0
monish,-2881186788928815126,Raddish Red,55.0,2021-02-14,2021-02-20,60.0
aamina,-3709490872329022915,Brinjal Long,47.5,2021-02-14,2021-02-20,50.0
mercy,-5690939918981728182,Okara,135.0,2021-02-14,2021-02-20,140.0
vijayanta,4365782647811874623,Brocauli,55.0,2021-02-14,2021-02-20,60.0
shanta,2960310750304784655,Apple,195.0,2021-02-14,2021-02-20,200.0
sawan,-6149529968967915582,Apple,295.0,2021-02-14,2021-02-20,300.0
rampayari,2968148604061203207,Banana,95.0,2021-02-14,2021-02-20,100.0
rajbir,-5254222139817084366,Lime,127.5,2021-02-14,2021-02-20,135.0
sawan,-6149529968967915582,Grapes,115.0,2021-02-14,2021-02-20,120.0
rampayari,2968148604061203207,Grapes,235.0,2021-02-14,2021-02-20,250.0
ramotar,-2173245710817273785,Jack Fruit,85.0,2021-02-14,2021-02-20,90.0
aamina,-3709490872329022915,Papaya,55.0,2021-02-14,2021-02-20,60.0
raisuddin,-1894351938747062086,Papaya,85.0,2021-02-14,2021-02-20,90.0
raisuddin,-1894351938747062086,Tomato Big,55.0,2021-02-15,2021-02-21,60.0
jagdiesh,4105505874232099421,Tomato Big,55.0,2021-02-15,2021-02-21,60.0
rahu,2957258461367610484,Tomato Small,17.5,2021-02-15,2021-02-21,20.0
mehtab,-7306772913005020966,Tomato Small,22.5,2021-02-15,2021-02-21,25.0
fakir,1247089047928546332,Tomato Small,22.5,2021-02-15,2021-02-21,25.0
mehtab,-7306772913005020966,Tomato Small,22.5,2021-02-15,2021-02-21,25.0
shanta,2960310750304784655,Potato Red,26.0,2021-02-15,2021-02-21,28.0
pramal,-2691605640747198609,Potato Red,26.0,2021-02-15,2021-02-21,28.0
aamina,-3709490872329022915,Potato White,17.0,2021-02-15,2021-02-21,18.0
shefali,-2298907791602927432,Carrot,55.0,2021-02-15,2021-02-21,60.0
gulnaz,495265023589704168,Carrot,45.0,2021-02-15,2021-02-21,50.0
mehnaz,-6840582954423772625,Raddish Red,55.0,2021-02-15,2021-02-21,60.0
shanta,2960310750304784655,Brinjal Long,55.0,2021-02-15,2021-02-21,60.0
nakched,-4960447786618205247,Okara,115.0,2021-02-15,2021-02-21,120.0
rampayari,2968148604061203207,Brocauli,45.0,2021-02-15,2021-02-21,50.0
preetam,-2213805873980470021,Apple,190.0,2021-02-15,2021-02-21,200.0
ramotar,-2173245710817273785,Apple,260.0,2021-02-15,2021-02-21,270.0
rahu,2957258461367610484,Banana,105.0,2021-02-15,2021-02-21,110.0
rajbir,-5254222139817084366,Lime,145.0,2021-02-15,2021-02-21,150.0
sanjeev,2699564478308651307,Grapes,110.0,2021-02-15,2021-02-21,120.0
jagdiesh,4105505874232099421,Grapes,210.0,2021-02-15,2021-02-21,220.0
aamina,-3709490872329022915,Jack Fruit,85.0,2021-02-15,2021-02-21,90.0
pramal,-2691605640747198609,Papaya,55.0,2021-02-15,2021-02-21,60.0
raisuddin,-1894351938747062086,Papaya,85.0,2021-02-15,2021-02-21,90.0
anushka,-3763883785994142627,Tomato Big,55.0,2021-02-16,2021-02-22,60.0
divy,830602817135085407,Tomato Big,55.0,2021-02-16,2021-02-22,60.0
sawan,-6149529968967915582,Tomato Small,17.5,2021-02-16,2021-02-22,20.0
jasmen,-936895894803863828,Tomato Small,17.5,2021-02-16,2021-02-22,20.0
pushpa,6250299447907893656,Tomato Small,17.5,2021-02-16,2021-02-22,20.0
aamina,-3709490872329022915,Tomato Small,17.5,2021-02-16,2021-02-22,20.0
gulnaz,495265023589704168,Potato Red,26.0,2021-02-16,2021-02-22,28.0
shanta,2960310750304784655,Potato Red,26.0,2021-02-16,2021-02-22,28.0
shefali,-2298907791602927432,Potato White,17.0,2021-02-16,2021-02-22,18.0
guldasta,-7906434419713185929,Carrot,55.0,2021-02-16,2021-02-22,60.0
rampayari,2968148604061203207,Carrot,45.0,2021-02-16,2021-02-22,50.0
rajbir,-5254222139817084366,Raddish Red,55.0,2021-02-16,2021-02-22,60.0
fakir,1247089047928546332,Brinjal Long,55.0,2021-02-16,2021-02-22,60.0
rajbir,-5254222139817084366,Okara,120.0,2021-02-16,2021-02-22,130.0
guldasta,-7906434419713185929,Brocauli,35.0,2021-02-16,2021-02-22,40.0
rahu,2957258461367610484,Apple,190.0,2021-02-16,2021-02-22,200.0
mehtab,-7306772913005020966,Apple,265.0,2021-02-16,2021-02-22,280.0
monish,-2881186788928815126,Banana,105.0,2021-02-16,2021-02-22,110.0
haneef,5040385076877893978,Lime,145.0,2021-02-16,2021-02-22,150.0
shefali,-2298907791602927432,Grapes,110.0,2021-02-16,2021-02-22,120.0
shanta,2960310750304784655,Grapes,210.0,2021-02-16,2021-02-22,220.0
preetam,-2213805873980470021,Jack Fruit,85.0,2021-02-16,2021-02-22,90.0
shefali,-2298907791602927432,Papaya,55.0,2021-02-16,2021-02-22,60.0
monish,-2881186788928815126,Papaya,85.0,2021-02-16,2021-02-22,90.0
divy,830602817135085407,Tomato Big,55.0,2021-02-17,2021-02-23,60.0
patik,2723030288162985091,Tomato Big,55.0,2021-02-17,2021-02-23,60.0
nakched,-4960447786618205247,Tomato Small,17.5,2021-02-17,2021-02-23,20.0
rampayari,2968148604061203207,Tomato Small,17.5,2021-02-17,2021-02-23,20.0
aamina,-3709490872329022915,Tomato Small,17.5,2021-02-17,2021-02-23,20.0
pinky,-788253433629545359,Tomato Small,17.5,2021-02-17,2021-02-23,20.0
pramal,-2691605640747198609,Potato Red,27.0,2021-02-17,2021-02-23,28.0
rajbir,-5254222139817084366,Potato Red,24.0,2021-02-17,2021-02-23,26.0
aamina,-3709490872329022915,Potato White,19.0,2021-02-17,2021-02-23,20.0
rampayari,2968148604061203207,Carrot,55.0,2021-02-17,2021-02-23,60.0
pushpa,6250299447907893656,Carrot,45.0,2021-02-17,2021-02-23,50.0
rahu,2957258461367610484,Raddish Red,65.0,2021-02-17,2021-02-23,70.0
nakched,-4960447786618205247,Brinjal Long,55.0,2021-02-17,2021-02-23,60.0
santo,4612333139155000023,Okara,105.0,2021-02-17,2021-02-23,110.0
aamina,-3709490872329022915,Brocauli,35.0,2021-02-17,2021-02-23,40.0
mercy,-5690939918981728182,Apple,190.0,2021-02-17,2021-02-23,200.0
mehtab,-7306772913005020966,Apple,275.0,2021-02-17,2021-02-23,300.0
pramal,-2691605640747198609,Banana,105.0,2021-02-17,2021-02-23,110.0
pinky,-788253433629545359,Lime,145.0,2021-02-17,2021-02-23,150.0
guldasta,-7906434419713185929,Grapes,110.0,2021-02-17,2021-02-23,120.0
monish,-2881186788928815126,Grapes,212.5,2021-02-17,2021-02-23,225.0
aamina,-3709490872329022915,Jack Fruit,85.0,2021-02-17,2021-02-23,90.0
nakched,-4960447786618205247,Papaya,55.0,2021-02-17,2021-02-23,60.0
haneef,5040385076877893978,Papaya,95.0,2021-02-17,2021-02-23,100.0
rahu,2957258461367610484,Tomato Big,55.0,2021-02-18,2021-02-24,60.0
mehtab,-7306772913005020966,Tomato Big,55.0,2021-02-18,2021-02-24,60.0
shefali,-2298907791602927432,Tomato Small,17.5,2021-02-18,2021-02-24,20.0
raisuddin,-1894351938747062086,Tomato Small,20.0,2021-02-18,2021-02-24,22.0
mercy,-5690939918981728182,Tomato Small,17.5,2021-02-18,2021-02-24,20.0
jagdiesh,4105505874232099421,Tomato Small,20.0,2021-02-18,2021-02-24,22.0
jagdiesh,4105505874232099421,Potato Red,27.0,2021-02-18,2021-02-24,28.0
patik,2723030288162985091,Potato Red,23.5,2021-02-18,2021-02-24,25.0
pinky,-788253433629545359,Potato White,19.0,2021-02-18,2021-02-24,20.0
pushpa,6250299447907893656,Carrot,47.5,2021-02-18,2021-02-24,50.0
rajbir,-5254222139817084366,Carrot,42.5,2021-02-18,2021-02-24,45.0
rahu,2957258461367610484,Brinjal Long,55.0,2021-02-18,2021-02-24,60.0
haneef,5040385076877893978,Okara,95.0,2021-02-18,2021-02-24,100.0
divy,830602817135085407,Brocauli,27.5,2021-02-18,2021-02-24,30.0
preetam,-2213805873980470021,Apple,190.0,2021-02-18,2021-02-24,200.0
divy,830602817135085407,Apple,290.0,2021-02-18,2021-02-24,300.0
jagdiesh,4105505874232099421,Banana,95.0,2021-02-18,2021-02-24,100.0
sawan,-6149529968967915582,Lime,145.0,2021-02-18,2021-02-24,150.0
pushpa,6250299447907893656,Grapes,110.0,2021-02-18,2021-02-24,120.0
divy,830602817135085407,Grapes,217.5,2021-02-18,2021-02-24,220.0
divy,830602817135085407,Jack Fruit,85.0,2021-02-18,2021-02-24,90.0
shanta,2960310750304784655,Papaya,55.0,2021-02-18,2021-02-24,60.0
aamina,-3709490872329022915,Papaya,95.0,2021-02-18,2021-02-24,100.0
santo,4612333139155000023,Tomato Big,47.5,2021-02-19,2021-02-25,50.0
sawan,-6149529968967915582,Tomato Big,47.5,2021-02-19,2021-02-25,50.0
sawan,-6149529968967915582,Tomato Small,12.5,2021-02-19,2021-02-25,15.0
raisuddin,-1894351938747062086,Tomato Small,15.0,2021-02-19,2021-02-25,20.0
raisuddin,-1894351938747062086,Tomato Small,17.5,2021-02-19,2021-02-25,20.0
haneef,5040385076877893978,Tomato Small,17.5,2021-02-19,2021-02-25,20.0
mercy,-5690939918981728182,Potato Red,27.5,2021-02-19,2021-02-25,30.0
mehtab,-7306772913005020966,Potato Red,27.5,2021-02-19,2021-02-25,30.0
pinky,-788253433629545359,Potato White,19.0,2021-02-19,2021-02-25,20.0
rajbir,-5254222139817084366,Carrot,47.5,2021-02-19,2021-02-25,50.0
nakched,-4960447786618205247,Carrot,37.5,2021-02-19,2021-02-25,40.0
patik,2723030288162985091,Raddish Red,37.5,2021-02-19,2021-02-25,40.0
jasmen,-936895894803863828,Brinjal Long,47.5,2021-02-19,2021-02-25,50.0
anushka,-3763883785994142627,Okara,95.0,2021-02-19,2021-02-25,100.0
guldasta,-7906434419713185929,Brocauli,32.5,2021-02-19,2021-02-25,35.0
raisuddin,-1894351938747062086,Apple,190.0,2021-02-19,2021-02-25,200.0
monish,-2881186788928815126,Apple,290.0,2021-02-19,2021-02-25,300.0
pinky,-788253433629545359,Banana,95.0,2021-02-19,2021-02-25,100.0
gulnaz,495265023589704168,Lime,135.0,2021-02-19,2021-02-25,140.0
aamina,-3709490872329022915,Grapes,110.0,2021-02-19,2021-02-25,120.0
aamina,-3709490872329022915,Grapes,212.5,2021-02-19,2021-02-25,225.0
rahu,2957258461367610484,Jack Fruit,85.0,2021-02-19,2021-02-25,90.0
sanjeev,2699564478308651307,Papaya,55.0,2021-02-19,2021-02-25,60.0
rajbir,-5254222139817084366,Papaya,95.0,2021-02-19,2021-02-25,100.0
mehtab,-7306772913005020966,Tomato Big,45.0,2021-02-20,2021-02-26,50.0
sanjeev,2699564478308651307,Tomato Big,45.0,2021-02-20,2021-02-26,50.0
sanjeev,2699564478308651307,Tomato Small,11.5,2021-02-20,2021-02-26,15.0
pramal,-2691605640747198609,Tomato Small,11.5,2021-02-20,2021-02-26,15.0
anushka,-3763883785994142627,Tomato Small,17.5,2021-02-20,2021-02-26,20.0
rampayari,2968148604061203207,Tomato Small,17.5,2021-02-20,2021-02-26,20.0
aamina,-3709490872329022915,Potato Red,27.0,2021-02-20,2021-02-26,28.0
jagdiesh,4105505874232099421,Potato Red,25.0,2021-02-20,2021-02-26,26.0
guldasta,-7906434419713185929,Potato White,19.0,2021-02-20,2021-02-26,20.0
jasmen,-936895894803863828,Carrot,55.0,2021-02-20,2021-02-26,60.0
mehtab,-7306772913005020966,Carrot,45.0,2021-02-20,2021-02-26,50.0
fakir,1247089047928546332,Raddish Red,55.0,2021-02-20,2021-02-26,60.0
rahu,2957258461367610484,Brinjal Long,47.5,2021-02-20,2021-02-26,50.0
rahu,2957258461367610484,Okara,105.0,2021-02-20,2021-02-26,110.0
pinky,-788253433629545359,Brocauli,40.0,2021-02-20,2021-02-26,45.0
rajbir,-5254222139817084366,Apple,190.0,2021-02-20,2021-02-26,200.0
monish,-2881186788928815126,Apple,265.0,2021-02-20,2021-02-26,280.0
fakir,1247089047928546332,Banana,105.0,2021-02-20,2021-02-26,110.0
pramal,-2691605640747198609,Lime,145.0,2021-02-20,2021-02-26,150.0
pushpa,6250299447907893656,Grapes,110.0,2021-02-20,2021-02-26,120.0
patik,2723030288162985091,Grapes,212.5,2021-02-20,2021-02-26,225.0
raisuddin,-1894351938747062086,Jack Fruit,85.0,2021-02-20,2021-02-26,90.0
mercy,-5690939918981728182,Papaya,55.0,2021-02-20,2021-02-26,60.0
raisuddin,-1894351938747062086,Papaya,95.0,2021-02-20,2021-02-26,100.0
sanjeev,2699564478308651307,Tomato Big,42.5,2021-02-21,2021-02-27,45.0
jagdiesh,4105505874232099421,Tomato Big,45.0,2021-02-21,2021-02-27,50.0
pushpa,6250299447907893656,Tomato Small,11.5,2021-02-21,2021-02-27,15.0
mehtab,-7306772913005020966,Tomato Small,11.5,2021-02-21,2021-02-27,15.0
santo,4612333139155000023,Tomato Small,12.5,2021-02-21,2021-02-27,15.0
shanta,2960310750304784655,Tomato Small,15.0,2021-02-21,2021-02-27,20.0
rahu,2957258461367610484,Potato Red,27.5,2021-02-21,2021-02-27,30.0
rajbir,-5254222139817084366,Potato Red,27.5,2021-02-21,2021-02-27,30.0
rajbir,-5254222139817084366,Potato White,19.0,2021-02-21,2021-02-27,20.0
monish,-2881186788928815126,Carrot,47.5,2021-02-21,2021-02-27,50.0
mehtab,-7306772913005020966,Raddish Red,45.0,2021-02-21,2021-02-27,50.0
divy,830602817135085407,Brinjal Long,45.0,2021-02-21,2021-02-27,50.0
sawan,-6149529968967915582,Okara,95.0,2021-02-21,2021-02-27,100.0
jasmen,-936895894803863828,Brocauli,37.5,2021-02-21,2021-02-27,40.0
mercy,-5690939918981728182,Apple,190.0,2021-02-21,2021-02-27,200.0
anushka,-3763883785994142627,Apple,265.0,2021-02-21,2021-02-27,280.0
monish,-2881186788928815126,Banana,105.0,2021-02-21,2021-02-27,110.0
jagdiesh,4105505874232099421,Lime,145.0,2021-02-21,2021-02-27,150.0
shefali,-2298907791602927432,Grapes,110.0,2021-02-21,2021-02-27,120.0
santo,4612333139155000023,Grapes,215.0,2021-02-21,2021-02-27,230.0
haneef,5040385076877893978,Jack Fruit,75.0,2021-02-21,2021-02-27,80.0
preetam,-2213805873980470021,Papaya,55.0,2021-02-21,2021-02-27,60.0
mehtab,-7306772913005020966,Papaya,95.0,2021-02-21,2021-02-27,100.0
